date,county,state,fips,cases,deaths,date_processed,total_pop,60plus_pop,pop_density,housing_density,county_name,order_closure,order_gath,order_lab,order_masks,order_quarres,order_quarvis,order_shome,order_bubble,Reff
2020-04-10,San Mateo,California,6081.0,638,21.0,76.0,763450.0,161619.0,1602.2,604.4,San Mateo County,7.0,10.0,2.0,0.0,7.0,0.0,10.0,0.0,1.0097
2020-04-10,Santa Barbara,California,6083.0,260,2.0,76.0,442996.0,86816.0,155.0,55.9,Santa Barbara County,6.0,10.0,0.0,3.0,3.0,0.0,10.0,0.0,1.0333
2020-04-10,Santa Clara,California,6085.0,1484,50.0,76.0,1911226.0,338720.0,1381.0,489.8,Santa Clara County,7.0,10.0,2.0,1.0,0.0,0.0,10.0,0.0,0.7792
2020-04-10,Santa Cruz,California,6087.0,80,1.0,76.0,273263.0,57232.0,589.4,234.7,Santa Cruz County,7.0,10.0,2.0,0.0,0.0,0.0,10.0,0.0,0.9404
2020-04-10,Shasta,California,6089.0,24,3.0,76.0,178919.0,47900.0,46.9,20.5,Shasta County,6.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.8961
2020-04-10,Siskiyou,California,6093.0,5,0.0,76.0,43530.0,14018.0,7.2,3.8,Siskiyou County,6.0,10.0,0.0,1.0,9.0,0.0,10.0,0.0,0.9454
2020-04-10,Solano,California,6095.0,126,2.0,76.0,434981.0,90069.0,503.0,185.8,Solano County,6.0,10.0,2.0,1.0,3.0,0.0,10.0,0.0,1.057
2020-04-10,Sonoma,California,6097.0,145,2.0,76.0,500943.0,124291.0,307.1,129.8,Sonoma County,8.0,10.0,0.0,1.0,9.0,0.0,10.0,0.0,1.0607
2020-04-10,Stanislaus,California,6099.0,116,1.0,76.0,535684.0,92698.0,344.2,120.1,Stanislaus County,6.0,10.0,0.0,0.0,5.0,0.0,10.0,0.0,1.0591
2020-04-10,Sutter,California,6101.0,22,2.0,76.0,95583.0,19219.0,157.3,56.2,Sutter County,7.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9016
2020-04-10,Tehama,California,6103.0,1,0.0,76.0,63247.0,15876.0,21.5,9.1,Tehama County,6.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.162
2020-04-10,Tulare,California,6107.0,203,11.0,76.0,458809.0,69266.0,91.7,29.4,Tulare County,7.0,10.0,6.0,1.0,1.0,1.0,10.0,0.0,1.1468
2020-04-10,Tuolumne,California,6109.0,1,0.0,76.0,53899.0,17942.0,24.9,14.1,Tuolumne County,7.0,10.0,7.0,0.0,7.0,0.0,10.0,0.0,0.988
2020-04-10,Ventura,California,6111.0,298,10.0,76.0,847834.0,167777.0,446.7,152.8,Ventura County,7.0,10.0,2.0,0.0,1.0,0.0,10.0,0.0,0.9731
2020-04-10,Yolo,California,6113.0,75,3.0,76.0,212605.0,34981.0,197.9,74.0,Yolo County,6.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.7547
2020-04-10,Yuba,California,6115.0,15,1.0,76.0,74644.0,12327.0,114.2,43.7,Yuba County,7.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9129
2020-04-11,Alameda,California,6001.0,827,21.0,77.0,1629615.0,300276.0,2043.6,788.3,Alameda County,7.0,10.0,2.0,0.0,8.0,0.0,10.0,0.0,0.982
2020-04-11,Alpine,California,6003.0,2,0.0,77.0,1203.0,429.0,1.6,2.4,Alpine County,7.0,10.0,0.0,1.0,2.0,0.0,10.0,0.0,0.778
2020-04-11,Amador,California,6005.0,6,0.0,77.0,37306.0,12967.0,64.1,30.3,Amador County,7.0,10.0,7.0,0.0,7.0,0.0,10.0,0.0,0.9078
2020-04-11,Butte,California,6007.0,14,0.0,77.0,225207.0,53616.0,134.4,58.6,Butte County,6.0,10.0,0.0,0.0,3.0,0.0,10.0,0.0,1.0399
2020-04-11,Calaveras,California,6009.0,8,0.0,77.0,45057.0,15872.0,44.7,27.4,Calaveras County,7.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.8829
2020-04-11,Colusa,California,6011.0,3,0.0,77.0,21479.0,4027.0,18.6,6.9,Colusa County,6.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9502
2020-04-11,Contra Costa,California,6013.0,530,11.0,77.0,1123678.0,231404.0,1465.2,559.1,Contra Costa County,7.0,10.0,2.0,0.0,0.0,0.0,10.0,0.0,0.9074
2020-04-11,Del Norte,California,6015.0,2,0.0,77.0,27442.0,6262.0,28.4,11.1,Del Norte County,8.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,1.2237
2020-04-11,El Dorado,California,6017.0,32,0.0,77.0,185015.0,49939.0,106.0,51.6,El Dorado County,7.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9917
2020-04-11,Fresno,California,6019.0,201,5.0,77.0,971616.0,157757.0,156.2,53.0,Fresno County,6.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,1.1657
2020-04-11,Glenn,California,6021.0,3,0.0,77.0,27935.0,6019.0,21.4,8.2,Glenn County,6.0,10.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0674
2020-04-11,Humboldt,California,6023.0,50,0.0,77.0,135490.0,31200.0,37.7,17.3,Humboldt County,8.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9831
2020-04-11,Imperial,California,6025.0,87,2.0,77.0,179957.0,30768.0,41.8,13.4,Imperial County,6.0,10.0,0.0,3.0,1.0,0.0,10.0,0.0,1.2633
2020-04-11,Inyo,California,6027.0,12,0.0,77.0,18195.0,5588.0,1.8,0.9,Inyo County,7.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,0.7945
2020-04-11,Kern,California,6029.0,369,3.0,77.0,878744.0,130831.0,103.3,35.0,Kern County,7.0,10.0,0.0,0.0,1.0,5.0,10.0,0.0,1.0055
2020-04-11,Kings,California,6031.0,10,1.0,77.0,150183.0,20569.0,110.1,31.6,Kings County,6.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,1.5197
2020-04-11,Lake,California,6033.0,4,0.0,77.0,64095.0,19092.0,51.5,28.2,Lake County,7.0,10.0,0.0,1.0,3.0,5.0,10.0,0.0,1.0061
2020-04-11,Los Angeles,California,6037.0,8873,265.0,77.0,10105722.0,1800341.0,2419.6,849.0,Los Angeles County,8.0,10.0,0.0,1.0,7.0,3.0,10.0,0.0,0.9615
2020-04-11,Madera,California,6039.0,32,2.0,77.0,154440.0,28392.0,70.6,23.0,Madera County,6.0,10.0,7.0,1.0,7.0,0.0,10.0,0.0,1.0566
2020-04-11,Marin,California,6041.0,153,10.0,77.0,260814.0,72684.0,485.1,213.7,Marin County,8.0,10.0,2.0,0.0,0.0,0.0,10.0,0.0,0.9782
2020-04-11,Mendocino,California,6045.0,4,0.0,77.0,87497.0,24313.0,25.1,11.5,Mendocino County,6.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,1.2304
2020-04-11,Merced,California,6047.0,64,3.0,77.0,267390.0,40383.0,132.2,43.3,Merced County,8.0,10.0,4.0,1.0,6.0,0.0,10.0,0.0,1.0439
2020-04-11,Mono,California,6051.0,21,1.0,77.0,14058.0,2723.0,4.7,4.6,Mono County,7.0,10.0,0.0,0.0,3.0,0.0,10.0,0.0,0.8457
2020-04-11,Monterey,California,6053.0,82,3.0,77.0,433168.0,76257.0,126.5,42.4,Monterey County,7.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0374
2020-04-11,Napa,California,6055.0,35,2.0,77.0,141005.0,33686.0,182.4,73.2,Napa County,6.0,10.0,2.0,0.0,0.0,0.0,10.0,0.0,0.9612
2020-04-11,Nevada,California,6057.0,34,1.0,77.0,98838.0,33612.0,103.1,54.9,Nevada County,7.0,10.0,0.0,0.0,9.0,0.0,10.0,0.0,0.8203
2020-04-11,Orange,California,6059.0,1221,18.0,77.0,3155816.0,598030.0,3807.7,1326.8,Orange County,6.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,1.0695
2020-04-11,Placer,California,6061.0,124,4.0,77.0,374985.0,92327.0,247.6,108.5,Placer County,7.0,10.0,0.0,1.0,3.0,0.0,10.0,0.0,0.8812
2020-04-11,Plumas,California,6063.0,4,0.0,77.0,18724.0,6935.0,7.8,6.1,Plumas County,6.0,10.0,0.0,0.0,6.0,0.0,10.0,0.0,0.8635
2020-04-11,Riverside,California,6065.0,1431,41.0,77.0,2355002.0,437180.0,303.8,111.1,Riverside County,8.0,10.0,2.0,8.0,2.0,5.0,10.0,0.0,1.0122
2020-04-11,Sacramento,California,6067.0,699,26.0,77.0,1495400.0,279005.0,1470.8,576.3,Sacramento County,7.0,10.0,0.0,0.0,1.0,0.0,10.0,0.0,0.7929
2020-04-11,San Benito,California,6069.0,35,2.0,77.0,58671.0,10074.0,39.8,12.9,San Benito County,7.0,10.0,0.0,0.0,1.0,0.0,10.0,0.0,0.9436
2020-04-11,San Bernardino,California,6071.0,810,25.0,77.0,2121220.0,330448.0,101.5,34.9,San Bernardino County,8.0,10.0,1.0,9.0,2.0,5.0,10.0,0.0,1.0691
2020-04-11,San Diego,California,6073.0,1761,45.0,77.0,3283665.0,604412.0,735.8,276.9,San Diego County,8.0,10.0,2.0,3.0,6.0,7.0,10.0,0.0,1.0569
2020-04-11,San Francisco,California,6075.0,860,13.0,77.0,864263.0,179193.0,17179.2,8041.8,San Francisco County,8.0,10.0,2.0,1.0,1.0,0.0,10.0,0.0,0.8369
2020-04-11,San Joaquin,California,6077.0,260,15.0,77.0,724153.0,123774.0,492.6,168.0,San Joaquin County,7.0,10.0,0.0,1.0,7.0,0.0,10.0,0.0,0.9418
2020-04-11,San Luis Obispo,California,6079.0,110,1.0,77.0,280119.0,70097.0,81.7,35.6,San Luis Obispo County,8.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9657
2020-04-11,San Mateo,California,6081.0,652,21.0,77.0,763450.0,161619.0,1602.2,604.4,San Mateo County,7.0,10.0,2.0,0.0,7.0,0.0,10.0,0.0,1.0033
2020-04-11,Santa Barbara,California,6083.0,264,2.0,77.0,442996.0,86816.0,155.0,55.9,Santa Barbara County,6.0,10.0,0.0,3.0,3.0,0.0,10.0,0.0,1.0265
2020-04-11,Santa Clara,California,6085.0,1566,52.0,77.0,1911226.0,338720.0,1381.0,489.8,Santa Clara County,7.0,10.0,2.0,1.0,0.0,0.0,10.0,0.0,0.7833
2020-04-11,Santa Cruz,California,6087.0,82,1.0,77.0,273263.0,57232.0,589.4,234.7,Santa Cruz County,7.0,10.0,2.0,0.0,0.0,0.0,10.0,0.0,0.9452
2020-04-11,Shasta,California,6089.0,24,3.0,77.0,178919.0,47900.0,46.9,20.5,Shasta County,6.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9005
2020-04-11,Siskiyou,California,6093.0,5,0.0,77.0,43530.0,14018.0,7.2,3.8,Siskiyou County,6.0,10.0,0.0,1.0,9.0,0.0,10.0,0.0,0.952
2020-04-11,Solano,California,6095.0,126,2.0,77.0,434981.0,90069.0,503.0,185.8,Solano County,6.0,10.0,2.0,1.0,3.0,0.0,10.0,0.0,1.0466
2020-04-11,Sonoma,California,6097.0,145,2.0,77.0,500943.0,124291.0,307.1,129.8,Sonoma County,8.0,10.0,0.0,1.0,9.0,0.0,10.0,0.0,1.0591
2020-04-11,Stanislaus,California,6099.0,121,2.0,77.0,535684.0,92698.0,344.2,120.1,Stanislaus County,6.0,10.0,0.0,0.0,5.0,0.0,10.0,0.0,1.0486
2020-04-11,Sutter,California,6101.0,22,2.0,77.0,95583.0,19219.0,157.3,56.2,Sutter County,7.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.909
2020-04-11,Tehama,California,6103.0,1,0.0,77.0,63247.0,15876.0,21.5,9.1,Tehama County,6.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.1737
2020-04-11,Tulare,California,6107.0,227,11.0,77.0,458809.0,69266.0,91.7,29.4,Tulare County,7.0,10.0,6.0,1.0,1.0,1.0,10.0,0.0,1.1379
2020-04-11,Tuolumne,California,6109.0,1,0.0,77.0,53899.0,17942.0,24.9,14.1,Tuolumne County,7.0,10.0,7.0,0.0,7.0,0.0,10.0,0.0,0.9935
2020-04-11,Ventura,California,6111.0,309,10.0,77.0,847834.0,167777.0,446.7,152.8,Ventura County,7.0,10.0,2.0,0.0,1.0,0.0,10.0,0.0,0.9795
2020-04-11,Yolo,California,6113.0,88,3.0,77.0,212605.0,34981.0,197.9,74.0,Yolo County,6.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.7479
2020-04-11,Yuba,California,6115.0,15,1.0,77.0,74644.0,12327.0,114.2,43.7,Yuba County,7.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9213
2020-04-12,Alameda,California,6001.0,864,23.0,78.0,1629615.0,300276.0,2043.6,788.3,Alameda County,7.0,10.0,2.0,0.0,8.0,0.0,10.0,0.0,0.9746
2020-04-12,Alpine,California,6003.0,2,0.0,78.0,1203.0,429.0,1.6,2.4,Alpine County,7.0,10.0,0.0,1.0,2.0,0.0,10.0,0.0,0.781
2020-04-12,Amador,California,6005.0,6,0.0,78.0,37306.0,12967.0,64.1,30.3,Amador County,7.0,10.0,7.0,0.0,7.0,0.0,10.0,0.0,0.914
2020-04-12,Butte,California,6007.0,14,0.0,78.0,225207.0,53616.0,134.4,58.6,Butte County,6.0,10.0,0.0,0.0,3.0,0.0,10.0,0.0,1.0525
2020-04-12,Calaveras,California,6009.0,8,0.0,78.0,45057.0,15872.0,44.7,27.4,Calaveras County,7.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.8894
2020-04-12,Colusa,California,6011.0,3,0.0,78.0,21479.0,4027.0,18.6,6.9,Colusa County,6.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9565
2020-04-12,Contra Costa,California,6013.0,539,11.0,78.0,1123678.0,231404.0,1465.2,559.1,Contra Costa County,7.0,10.0,2.0,0.0,0.0,0.0,10.0,0.0,0.9095
2020-04-12,Del Norte,California,6015.0,2,0.0,78.0,27442.0,6262.0,28.4,11.1,Del Norte County,8.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,1.224
2020-04-12,El Dorado,California,6017.0,32,0.0,78.0,185015.0,49939.0,106.0,51.6,El Dorado County,7.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0021
2020-04-12,Fresno,California,6019.0,201,5.0,78.0,971616.0,157757.0,156.2,53.0,Fresno County,6.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,1.1676
2020-04-12,Glenn,California,6021.0,3,0.0,78.0,27935.0,6019.0,21.4,8.2,Glenn County,6.0,10.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0763
2020-04-12,Humboldt,California,6023.0,50,0.0,78.0,135490.0,31200.0,37.7,17.3,Humboldt County,8.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9963
2020-04-12,Imperial,California,6025.0,87,2.0,78.0,179957.0,30768.0,41.8,13.4,Imperial County,6.0,10.0,0.0,3.0,1.0,0.0,10.0,0.0,1.2541
2020-04-12,Inyo,California,6027.0,12,0.0,78.0,18195.0,5588.0,1.8,0.9,Inyo County,7.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,0.7999
2020-04-12,Kern,California,6029.0,396,3.0,78.0,878744.0,130831.0,103.3,35.0,Kern County,7.0,10.0,0.0,0.0,1.0,5.0,10.0,0.0,1.0079
2020-04-12,Kings,California,6031.0,10,1.0,78.0,150183.0,20569.0,110.1,31.6,Kings County,6.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,1.5048
2020-04-12,Lake,California,6033.0,4,0.0,78.0,64095.0,19092.0,51.5,28.2,Lake County,7.0,10.0,0.0,1.0,3.0,5.0,10.0,0.0,1.0126
2020-04-12,Los Angeles,California,6037.0,9192,296.0,78.0,10105722.0,1800341.0,2419.6,849.0,Los Angeles County,8.0,10.0,0.0,1.0,7.0,3.0,10.0,0.0,0.9525
2020-04-12,Madera,California,6039.0,33,2.0,78.0,154440.0,28392.0,70.6,23.0,Madera County,6.0,10.0,7.0,1.0,7.0,0.0,10.0,0.0,1.0711
2020-04-12,Marin,California,6041.0,164,10.0,78.0,260814.0,72684.0,485.1,213.7,Marin County,8.0,10.0,2.0,0.0,0.0,0.0,10.0,0.0,0.9936
2020-04-12,Mendocino,California,6045.0,4,0.0,78.0,87497.0,24313.0,25.1,11.5,Mendocino County,6.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,1.2183
2020-04-12,Merced,California,6047.0,65,3.0,78.0,267390.0,40383.0,132.2,43.3,Merced County,8.0,10.0,4.0,1.0,6.0,0.0,10.0,0.0,1.043
2020-04-12,Mono,California,6051.0,23,1.0,78.0,14058.0,2723.0,4.7,4.6,Mono County,7.0,10.0,0.0,0.0,3.0,0.0,10.0,0.0,0.8522
2020-04-12,Monterey,California,6053.0,87,3.0,78.0,433168.0,76257.0,126.5,42.4,Monterey County,7.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0376
2020-04-12,Napa,California,6055.0,35,2.0,78.0,141005.0,33686.0,182.4,73.2,Napa County,6.0,10.0,2.0,0.0,0.0,0.0,10.0,0.0,0.9658
2020-04-12,Nevada,California,6057.0,34,1.0,78.0,98838.0,33612.0,103.1,54.9,Nevada County,7.0,10.0,0.0,0.0,9.0,0.0,10.0,0.0,0.8261
2020-04-12,Orange,California,6059.0,1277,19.0,78.0,3155816.0,598030.0,3807.7,1326.8,Orange County,6.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,1.0736
2020-04-12,Placer,California,6061.0,124,4.0,78.0,374985.0,92327.0,247.6,108.5,Placer County,7.0,10.0,0.0,1.0,3.0,0.0,10.0,0.0,0.8886
2020-04-12,Plumas,California,6063.0,4,0.0,78.0,18724.0,6935.0,7.8,6.1,Plumas County,6.0,10.0,0.0,0.0,6.0,0.0,10.0,0.0,0.8691
2020-04-12,Riverside,California,6065.0,1619,41.0,78.0,2355002.0,437180.0,303.8,111.1,Riverside County,8.0,10.0,2.0,8.0,2.0,5.0,10.0,0.0,0.9999
2020-04-12,Sacramento,California,6067.0,707,26.0,78.0,1495400.0,279005.0,1470.8,576.3,Sacramento County,7.0,10.0,0.0,0.0,1.0,0.0,10.0,0.0,0.7997
2020-04-12,San Benito,California,6069.0,35,2.0,78.0,58671.0,10074.0,39.8,12.9,San Benito County,7.0,10.0,0.0,0.0,1.0,0.0,10.0,0.0,0.9496
2020-04-12,San Bernardino,California,6071.0,887,31.0,78.0,2121220.0,330448.0,101.5,34.9,San Bernardino County,8.0,10.0,1.0,9.0,2.0,5.0,10.0,0.0,1.0651
2020-04-12,San Diego,California,6073.0,1804,45.0,78.0,3283665.0,604412.0,735.8,276.9,San Diego County,8.0,10.0,2.0,3.0,6.0,7.0,10.0,0.0,1.0523
2020-04-12,San Francisco,California,6075.0,875,14.0,78.0,864263.0,179193.0,17179.2,8041.8,San Francisco County,8.0,10.0,2.0,1.0,1.0,0.0,10.0,0.0,0.8376
2020-04-12,San Joaquin,California,6077.0,273,16.0,78.0,724153.0,123774.0,492.6,168.0,San Joaquin County,7.0,10.0,0.0,1.0,7.0,0.0,10.0,0.0,0.9411
2020-04-12,San Luis Obispo,California,6079.0,114,1.0,78.0,280119.0,70097.0,81.7,35.6,San Luis Obispo County,8.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9592
2020-04-12,San Mateo,California,6081.0,652,21.0,78.0,763450.0,161619.0,1602.2,604.4,San Mateo County,7.0,10.0,2.0,0.0,7.0,0.0,10.0,0.0,1.0108
2020-04-12,Santa Barbara,California,6083.0,267,2.0,78.0,442996.0,86816.0,155.0,55.9,Santa Barbara County,6.0,10.0,0.0,3.0,3.0,0.0,10.0,0.0,1.0333
2020-04-12,Santa Clara,California,6085.0,1621,54.0,78.0,1911226.0,338720.0,1381.0,489.8,Santa Clara County,7.0,10.0,2.0,1.0,0.0,0.0,10.0,0.0,0.7838
2020-04-12,Santa Cruz,California,6087.0,88,1.0,78.0,273263.0,57232.0,589.4,234.7,Santa Cruz County,7.0,10.0,2.0,0.0,0.0,0.0,10.0,0.0,0.9493
2020-04-12,Shasta,California,6089.0,24,3.0,78.0,178919.0,47900.0,46.9,20.5,Shasta County,6.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9103
2020-04-12,Siskiyou,California,6093.0,5,0.0,78.0,43530.0,14018.0,7.2,3.8,Siskiyou County,6.0,10.0,0.0,1.0,9.0,0.0,10.0,0.0,0.961
2020-04-12,Solano,California,6095.0,126,2.0,78.0,434981.0,90069.0,503.0,185.8,Solano County,6.0,10.0,2.0,1.0,3.0,0.0,10.0,0.0,1.0483
2020-04-12,Sonoma,California,6097.0,147,2.0,78.0,500943.0,124291.0,307.1,129.8,Sonoma County,8.0,10.0,0.0,1.0,9.0,0.0,10.0,0.0,1.0687
2020-04-12,Stanislaus,California,6099.0,131,2.0,78.0,535684.0,92698.0,344.2,120.1,Stanislaus County,6.0,10.0,0.0,0.0,5.0,0.0,10.0,0.0,1.0402
2020-04-12,Sutter,California,6101.0,22,2.0,78.0,95583.0,19219.0,157.3,56.2,Sutter County,7.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9173
2020-04-12,Tehama,California,6103.0,1,0.0,78.0,63247.0,15876.0,21.5,9.1,Tehama County,6.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.1765
2020-04-12,Tulare,California,6107.0,227,11.0,78.0,458809.0,69266.0,91.7,29.4,Tulare County,7.0,10.0,6.0,1.0,1.0,1.0,10.0,0.0,1.1304
2020-04-12,Tuolumne,California,6109.0,1,0.0,78.0,53899.0,17942.0,24.9,14.1,Tuolumne County,7.0,10.0,7.0,0.0,7.0,0.0,10.0,0.0,0.9981
2020-04-12,Ventura,California,6111.0,314,10.0,78.0,847834.0,167777.0,446.7,152.8,Ventura County,7.0,10.0,2.0,0.0,1.0,0.0,10.0,0.0,0.9939
2020-04-12,Yolo,California,6113.0,93,3.0,78.0,212605.0,34981.0,197.9,74.0,Yolo County,6.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.7442
2020-04-12,Yuba,California,6115.0,15,1.0,78.0,74644.0,12327.0,114.2,43.7,Yuba County,7.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.9244
2020-04-13,Alameda,California,6001.0,907,23.0,79.0,1629615.0,300276.0,2043.6,788.3,Alameda County,7.0,10.0,2.0,0.0,8.0,0.0,10.0,0.0,0.9765
2020-04-13,Alpine,California,6003.0,2,0.0,79.0,1203.0,429.0,1.6,2.4,Alpine County,7.0,10.0,0.0,1.0,2.0,0.0,10.0,0.0,0.7873
2020-04-13,Amador,California,6005.0,6,0.0,79.0,37306.0,12967.0,64.1,30.3,Amador County,7.0,10.0,7.0,0.0,7.0,0.0,10.0,0.0,0.9209
2020-04-13,Butte,California,6007.0,15,0.0,79.0,225207.0,53616.0,134.4,58.6,Butte County,6.0,10.0,0.0,0.0,3.0,0.0,10.0,0.0,1.0638
2020-04-13,Calaveras,California,6009.0,9,0.0,79.0,45057.0,15872.0,44.7,27.4,Calaveras County,7.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.896
2020-04-13,Colusa,California,6011.0,3,0.0,79.0,21479.0,4027.0,18.6,6.9,Colusa County,6.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.971
2020-04-13,Contra Costa,California,6013.0,552,11.0,79.0,1123678.0,231404.0,1465.2,559.1,Contra Costa County,7.0,10.0,2.0,0.0,0.0,0.0,10.0,0.0,0.9161
2020-04-13,Del Norte,California,6015.0,2,0.0,79.0,27442.0,6262.0,28.4,11.1,Del Norte County,8.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,1.2289
2020-04-13,El Dorado,California,6017.0,34,0.0,79.0,185015.0,49939.0,106.0,51.6,El Dorado County,7.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0095
2020-04-13,Fresno,California,6019.0,222,5.0,79.0,971616.0,157757.0,156.2,53.0,Fresno County,6.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,1.1598
2020-04-13,Glenn,California,6021.0,4,0.0,79.0,27935.0,6019.0,21.4,8.2,Glenn County,6.0,10.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0847
2020-04-13,Humboldt,California,6023.0,50,0.0,79.0,135490.0,31200.0,37.7,17.3,Humboldt County,8.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0108
2020-04-13,Imperial,California,6025.0,87,2.0,79.0,179957.0,30768.0,41.8,13.4,Imperial County,6.0,10.0,0.0,3.0,1.0,0.0,10.0,0.0,1.2489
2020-04-13,Inyo,California,6027.0,12,0.0,79.0,18195.0,5588.0,1.8,0.9,Inyo County,7.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,0.8067
2020-04-13,Kern,California,6029.0,454,3.0,79.0,878744.0,130831.0,103.3,35.0,Kern County,7.0,10.0,0.0,0.0,1.0,5.0,10.0,0.0,1.0164
2020-04-13,Kings,California,6031.0,12,1.0,79.0,150183.0,20569.0,110.1,31.6,Kings County,6.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,1.4965
2020-04-13,Lake,California,6033.0,4,0.0,79.0,64095.0,19092.0,51.5,28.2,Lake County,7.0,10.0,0.0,2.0,3.0,5.0,10.0,0.0,1.0228
2020-04-13,Los Angeles,California,6037.0,9420,320.0,79.0,10105722.0,1800341.0,2419.6,849.0,Los Angeles County,8.0,10.0,0.0,1.0,7.0,3.0,10.0,0.0,0.94
2020-04-13,Madera,California,6039.0,33,2.0,79.0,154440.0,28392.0,70.6,23.0,Madera County,6.0,10.0,7.0,1.0,7.0,0.0,10.0,0.0,1.0769
2020-04-13,Marin,California,6041.0,170,10.0,79.0,260814.0,72684.0,485.1,213.7,Marin County,8.0,10.0,2.0,0.0,0.0,0.0,10.0,0.0,1.0011
2020-04-13,Mendocino,California,6045.0,4,0.0,79.0,87497.0,24313.0,25.1,11.5,Mendocino County,6.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,1.2089
2020-04-13,Merced,California,6047.0,69,3.0,79.0,267390.0,40383.0,132.2,43.3,Merced County,8.0,10.0,4.0,1.0,6.0,0.0,10.0,0.0,1.0516
2020-04-13,Mono,California,6051.0,23,1.0,79.0,14058.0,2723.0,4.7,4.6,Mono County,7.0,10.0,0.0,3.0,3.0,0.0,10.0,0.0,0.8604
2020-04-13,Monterey,California,6053.0,87,3.0,79.0,433168.0,76257.0,126.5,42.4,Monterey County,7.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0364
2020-04-13,Napa,California,6055.0,35,2.0,79.0,141005.0,33686.0,182.4,73.2,Napa County,6.0,10.0,2.0,0.0,0.0,0.0,10.0,0.0,0.9646
2020-04-13,Nevada,California,6057.0,34,1.0,79.0,98838.0,33612.0,103.1,54.9,Nevada County,7.0,10.0,0.0,1.0,9.0,0.0,10.0,0.0,0.8334
2020-04-13,Orange,California,6059.0,1283,19.0,79.0,3155816.0,598030.0,3807.7,1326.8,Orange County,6.0,10.0,0.0,1.0,1.0,0.0,10.0,0.0,1.0753
2020-04-13,Placer,California,6061.0,127,5.0,79.0,374985.0,92327.0,247.6,108.5,Placer County,7.0,10.0,0.0,1.0,3.0,0.0,10.0,0.0,0.9026
2020-04-13,Plumas,California,6063.0,4,0.0,79.0,18724.0,6935.0,7.8,6.1,Plumas County,6.0,10.0,0.0,0.0,6.0,0.0,10.0,0.0,0.8765
2020-04-13,Riverside,California,6065.0,1751,50.0,79.0,2355002.0,437180.0,303.8,111.1,Riverside County,8.0,10.0,2.0,8.0,2.0,5.0,10.0,0.0,0.9903
