county,date,log_popdens,log_case_rate,prev_rt,rt_trend,order_closure,del_order_closure,no_mon,output_target
Ventura,2020-12-08,2.650,0.00000,1.17420,-0.00970,6,2,0,-0.0469
Ventura,2020-12-15,2.650,0.00000,1.12700,-0.04720,6,0,0,0.0002
Ventura,2020-12-22,2.650,0.00000,0.99200,-0.13500,6,0,0,0.0011
Ventura,2020-12-29,2.650,0.00000,0.99860,0.00660,6,0,0,0.0076
Stanislaus,2020-05-06,2.537,0.00000,1.00780,-0.07680,6,0,0,0.2004
Stanislaus,2020-05-13,2.537,0.00000,0.96640,-0.04140,2,-4,0,0.2428
Stanislaus,2020-05-20,2.537,0.00000,0.98750,0.02110,1,-1,0,0.1836
Stanislaus,2020-05-27,2.537,0.00000,1.06950,0.08200,0,-1,0,0.0690
Stanislaus,2020-06-03,2.537,0.00000,1.19200,0.12250,0,0,0,-0.0422
Stanislaus,2020-06-10,2.537,0.00000,1.31130,0.11930,0,0,0,-0.1372
Stanislaus,2020-06-17,2.537,0.00000,1.36810,0.05680,0,0,0,-0.1728
Stanislaus,2020-06-24,2.537,0.00000,1.37930,0.01120,0,0,0,-0.1721
Stanislaus,2020-07-01,2.537,0.00000,1.31760,-0.06170,0,0,0,-0.1556
Stanislaus,2020-07-08,2.537,0.00000,1.23190,-0.08570,3,3,0,-0.1004
Stanislaus,2020-07-15,2.537,0.00000,1.14360,-0.08830,6,3,0,-0.0423
Stanislaus,2020-07-22,2.537,0.00000,1.06020,-0.08340,7,1,0,-0.0215
Stanislaus,2020-07-29,2.537,0.00000,0.98960,-0.07060,7,0,0,-0.0430
Stanislaus,2020-08-05,2.537,0.00000,0.96010,-0.02950,7,0,0,-0.0811
Stanislaus,2020-08-12,2.537,0.00000,0.95290,-0.00720,7,0,0,-0.0853
Stanislaus,2020-08-19,2.537,0.00000,0.94130,-0.01160,7,0,0,-0.0544
Stanislaus,2020-08-26,2.537,0.00000,0.90450,-0.03680,7,0,0,-0.0042
Stanislaus,2020-09-02,2.537,0.00000,0.85970,-0.04480,5,-2,0,0.0739
Stanislaus,2020-09-09,2.537,0.00000,0.82030,-0.03940,5,0,0,0.1604
Stanislaus,2020-09-16,2.537,0.00000,0.80490,-0.01540,5,0,0,0.1909
Stanislaus,2020-09-23,2.537,0.00000,0.82440,0.01950,4,-1,0,0.1377
Stanislaus,2020-09-30,2.537,0.00000,0.88380,0.05940,4,0,0,0.0744
Stanislaus,2020-10-07,2.537,0.00000,0.98750,0.10370,4,0,0,0.0396
Stanislaus,2020-10-14,2.537,0.00000,1.07810,0.09060,3,-1,0,0.0242
Stanislaus,2020-10-21,2.537,0.00000,1.12080,0.04270,3,0,0,0.0399
Stanislaus,2020-10-28,2.537,0.00000,1.14670,0.02590,3,0,0,0.0330
Stanislaus,2020-11-04,2.537,0.00000,1.16030,0.01360,3,0,0,-0.0056
Stanislaus,2020-11-11,2.537,0.00000,1.16680,0.00650,3,0,0,-0.0379
Stanislaus,2020-11-18,2.537,0.00000,1.20000,0.03320,4,1,0,-0.0708
Stanislaus,2020-11-25,2.537,0.00000,1.19920,-0.00080,4,0,0,-0.1606
Stanislaus,2020-12-02,2.537,0.00000,1.18810,-0.01110,4,0,0,-0.1219
Stanislaus,2020-12-09,2.537,0.00000,1.16020,-0.02790,6,2,0,-0.0049
Stanislaus,2020-12-16,2.537,0.00000,1.11710,-0.04310,6,0,0,0.0013
Stanislaus,2020-12-23,2.537,0.00000,0.99930,-0.11780,6,0,0,-0.0008
Stanislaus,2020-12-30,2.537,0.00000,1.00070,0.00140,6,0,0,-0.0010
Tulare,2020-05-07,1.962,0.00000,1.08880,-0.06940,6,0,0,0.0267
Tulare,2020-05-14,1.962,0.00000,1.02320,-0.06560,5,-1,0,0.0740
Tulare,2020-05-21,1.962,0.00000,0.99000,-0.03320,1,-4,0,0.0821
Tulare,2020-05-28,1.962,0.00000,0.98580,-0.00420,1,0,0,0.0569
Tulare,2020-06-04,1.962,0.00000,1.01980,0.03400,1,0,0,0.0182
Tulare,2020-06-11,1.962,0.00000,1.05960,0.03980,1,0,0,-0.0331
Tulare,2020-06-18,1.962,0.00000,1.10400,0.04440,0,-1,0,-0.0717
Tulare,2020-06-25,1.962,0.00000,1.11920,0.01520,0,0,0,-0.0775
Tulare,2020-07-02,1.962,0.00000,1.12130,0.00210,1,1,0,-0.0675
Tulare,2020-07-09,1.962,0.00000,1.08690,-0.03440,1,0,0,-0.0515
Tulare,2020-07-16,1.962,0.00000,1.04110,-0.04580,6,5,0,-0.0498
Tulare,2020-07-23,1.962,0.00000,1.00610,-0.03500,7,1,0,-0.0425
Tulare,2020-07-30,1.962,0.00000,0.97590,-0.03020,7,0,0,-0.0303
Tulare,2020-08-06,1.962,0.00000,0.95590,-0.02000,7,0,0,-0.0266
Tulare,2020-08-13,1.962,0.00000,0.92930,-0.02660,7,0,0,-0.0119
Tulare,2020-08-20,1.962,0.00000,0.91440,-0.01490,7,0,0,0.0051
Tulare,2020-08-27,1.962,0.00000,0.89800,-0.01640,7,0,0,0.0359
Tulare,2020-09-03,1.962,0.00000,0.88410,-0.01390,5,-2,0,0.0626
Tulare,2020-09-10,1.962,0.00000,0.88380,-0.00030,5,0,0,0.0565
Tulare,2020-09-17,1.962,0.00000,0.89030,0.00650,5,0,0,0.0456
Tulare,2020-09-24,1.962,0.00000,0.92650,0.03620,4,-1,0,0.0454
Tulare,2020-10-01,1.962,0.00000,0.95860,0.03210,4,0,0,0.0575
Tulare,2020-10-08,1.962,0.00000,0.98370,0.02510,4,0,0,0.0560
Tulare,2020-10-15,1.962,0.00000,1.00220,0.01850,4,0,0,0.0646
Tulare,2020-10-22,1.962,0.00000,1.02780,0.02560,4,0,0,0.0866
Tulare,2020-10-29,1.962,0.00000,1.06420,0.03640,4,0,0,0.0672
Tulare,2020-11-05,1.962,0.00000,1.08480,0.02060,4,0,0,0.0248
Tulare,2020-11-12,1.962,0.00000,1.12720,0.04240,4,0,0,-0.0137
Tulare,2020-11-19,1.962,0.00000,1.17010,0.04290,4,0,0,-0.0553
Tulare,2020-11-26,1.962,0.00000,1.19760,0.02750,4,0,0,-0.1722
Tulare,2020-12-03,1.962,0.00000,1.19500,-0.00260,4,0,0,-0.1432
Tulare,2020-12-10,1.962,0.00000,1.17630,-0.01870,6,2,0,-0.0135
Tulare,2020-12-17,1.962,0.00000,1.13190,-0.04440,6,0,0,-0.0032
Tulare,2020-12-24,1.962,0.00000,1.00350,-0.12840,6,0,0,0.0081
Tulare,2020-12-31,1.962,0.00000,0.99180,-0.01170,6,0,0,0.0040
San Benito,2020-05-29,1.600,0.00000,1.23350,0.05670,1,-3,0,-0.0088
San Benito,2020-06-05,1.600,0.00000,1.23600,0.00250,1,0,0,-0.0536
San Benito,2020-06-12,1.600,0.00000,1.23260,-0.00340,0,-1,0,-0.1000
San Benito,2020-06-19,1.600,0.00000,1.23610,0.00350,0,0,0,-0.1197
San Benito,2020-06-26,1.600,0.00000,1.22490,-0.01120,0,0,0,-0.1287
San Benito,2020-07-03,1.600,0.00000,1.17790,-0.04700,0,0,0,-0.1028
San Benito,2020-07-10,1.600,0.00000,1.11970,-0.05820,3,3,0,-0.0409
San Benito,2020-07-17,1.600,0.00000,1.05430,-0.06540,7,4,0,0.0054
San Benito,2020-07-24,1.600,0.00000,0.98920,-0.06510,7,0,0,0.0180
San Benito,2020-07-31,1.600,0.00000,0.95900,-0.03020,7,0,0,-0.0172
San Benito,2020-08-07,1.600,0.00000,0.95200,-0.00700,7,0,0,-0.0780
San Benito,2020-08-14,1.600,0.00000,0.96400,0.01200,7,0,0,-0.0799
San Benito,2020-08-21,1.600,0.00000,0.97430,0.01030,7,0,0,-0.0229
San Benito,2020-08-28,1.600,0.00000,0.94530,-0.02900,7,0,0,0.0229
San Benito,2020-09-04,1.600,0.00000,0.89050,-0.05480,5,-2,0,0.0392
San Benito,2020-09-11,1.600,0.00000,0.85900,-0.03150,5,0,0,0.0588
San Benito,2020-09-18,1.600,0.00000,0.87180,0.01280,5,0,0,0.0792
San Benito,2020-09-25,1.600,0.00000,0.89100,0.01920,4,-1,0,0.1063
San Benito,2020-10-02,1.600,0.00000,0.91260,0.02160,4,0,0,0.1110
San Benito,2020-10-09,1.600,0.00000,0.95230,0.03970,4,0,0,0.0979
San Benito,2020-10-16,1.600,0.00000,0.99730,0.04500,3,-1,0,0.0922
San Benito,2020-10-23,1.600,0.00000,1.05970,0.06240,3,0,0,0.0442
San Benito,2020-10-30,1.600,0.00000,1.10300,0.04330,3,0,0,-0.0073
San Benito,2020-11-06,1.600,0.00000,1.15550,0.05250,3,0,0,-0.0206
San Benito,2020-11-13,1.600,0.00000,1.19710,0.04160,3,0,0,-0.0272
San Benito,2020-11-20,1.600,0.00000,1.20420,0.00710,4,1,0,-0.0660
San Benito,2020-11-27,1.600,0.00000,1.18290,-0.02130,4,0,0,-0.1621
San Benito,2020-12-04,1.600,0.00000,1.17530,-0.00760,4,0,0,-0.1120
San Benito,2020-12-11,1.600,0.00000,1.15600,-0.01930,6,2,0,0.0042
San Benito,2020-12-18,1.600,0.00000,1.10790,-0.04810,6,0,0,0.0016
San Benito,2020-12-25,1.600,0.00000,0.99450,-0.11340,6,0,0,-0.0121
San Luis Obispo,2020-05-02,1.912,0.00000,0.96570,-0.00530,5,0,0,0.1047
San Luis Obispo,2020-05-09,1.912,0.00000,0.94800,-0.01770,5,0,0,0.1663
San Luis Obispo,2020-05-16,1.912,0.00000,0.94770,-0.00030,5,0,0,0.2053
San Luis Obispo,2020-05-23,1.912,0.00000,0.98310,0.03540,2,-3,0,0.1829
San Luis Obispo,2020-05-30,1.912,0.00000,1.05970,0.07660,1,-1,0,0.0761
San Luis Obispo,2020-06-06,1.912,0.00000,1.15090,0.09120,0,-1,0,-0.0413
San Luis Obispo,2020-06-13,1.912,0.00000,1.26280,0.11190,0,0,0,-0.1326
San Luis Obispo,2020-06-20,1.912,0.00000,1.33370,0.07090,0,0,0,-0.1862
San Luis Obispo,2020-06-27,1.912,0.00000,1.33870,0.00500,0,0,0,-0.1815
San Luis Obispo,2020-07-04,1.912,0.00000,1.28230,-0.05640,1,1,0,-0.1431
San Luis Obispo,2020-07-11,1.912,0.00000,1.19890,-0.08340,0,-1,0,-0.1023
San Luis Obispo,2020-07-18,1.912,0.00000,1.09380,-0.10510,7,7,0,-0.0505
San Luis Obispo,2020-07-25,1.912,0.00000,1.01610,-0.07770,7,0,0,-0.0086
San Luis Obispo,2020-08-01,1.912,0.00000,0.95700,-0.05910,7,0,0,0.0207
San Luis Obispo,2020-08-08,1.912,0.00000,0.91670,-0.04030,7,0,0,0.0263
San Luis Obispo,2020-08-15,1.912,0.00000,0.90940,-0.00730,7,0,0,0.0088
San Luis Obispo,2020-08-22,1.912,0.00000,0.90720,-0.00220,7,0,0,0.0070
San Luis Obispo,2020-08-29,1.912,0.00000,0.93970,0.03250,7,0,0,0.0105
San Luis Obispo,2020-09-05,1.912,0.00000,0.93850,-0.00120,5,-2,0,0.0145
San Luis Obispo,2020-09-12,1.912,0.00000,0.93960,0.00110,5,0,0,0.0227
San Luis Obispo,2020-09-19,1.912,0.00000,0.94360,0.00400,5,0,0,0.0455
San Luis Obispo,2020-09-26,1.912,0.00000,0.94920,0.00560,3,-2,0,0.0706
San Luis Obispo,2020-10-03,1.912,0.00000,0.95640,0.00720,3,0,0,0.0826
San Luis Obispo,2020-10-10,1.912,0.00000,0.97390,0.01750,3,0,0,0.0729
San Luis Obispo,2020-10-17,1.912,0.00000,1.00720,0.03330,3,0,0,0.0541
San Luis Obispo,2020-10-24,1.912,0.00000,1.04420,0.03700,3,0,0,0.0396
San Luis Obispo,2020-10-31,1.912,0.00000,1.08840,0.04420,3,0,0,0.0169
San Luis Obispo,2020-11-07,1.912,0.00000,1.11790,0.02950,3,0,0,0.0100
San Luis Obispo,2020-11-14,1.912,0.00000,1.14010,0.02220,3,0,0,0.0102
San Luis Obispo,2020-11-21,1.912,0.00000,1.15510,0.01500,4,1,0,-0.0064
San Luis Obispo,2020-11-28,1.912,0.00000,1.15150,-0.00360,4,0,0,-0.1616
San Luis Obispo,2020-12-05,1.912,0.00000,1.16340,0.01190,4,0,0,-0.1508
San Luis Obispo,2020-12-12,1.912,0.00000,1.16900,0.00560,6,2,0,0.0000
San Luis Obispo,2020-12-19,1.912,0.00000,1.15900,-0.01000,6,0,0,-0.0070
San Luis Obispo,2020-12-26,1.912,0.00000,1.00440,-0.15460,6,0,0,-0.0046
San Bernardino,2020-05-03,2.006,0.00000,1.06510,-0.06360,8,0,0,0.0349
San Bernardino,2020-05-10,2.006,0.00000,1.04630,-0.01880,6,-2,0,0.0425
San Bernardino,2020-05-17,2.006,0.00000,1.05950,0.01320,3,-3,0,0.0508
San Bernardino,2020-05-24,2.006,0.00000,1.07360,0.01410,2,-1,0,0.0538
San Bernardino,2020-05-31,2.006,0.00000,1.09460,0.02100,2,0,0,0.0248
San Bernardino,2020-06-07,2.006,0.00000,1.11540,0.02080,2,0,0,-0.0339
San Bernardino,2020-06-14,2.006,0.00000,1.14820,0.03280,2,0,0,-0.0733
San Bernardino,2020-06-21,2.006,0.00000,1.16900,0.02080,2,0,0,-0.0842
San Bernardino,2020-06-28,2.006,0.00000,1.17170,0.00270,2,0,0,-0.0676
San Bernardino,2020-07-05,2.006,0.00000,1.13170,-0.04000,3,1,0,-0.0541
San Bernardino,2020-07-12,2.006,0.00000,1.08930,-0.04240,3,0,0,-0.0521
San Bernardino,2020-07-19,2.006,0.00000,1.04630,-0.04300,7,4,0,-0.0429
San Bernardino,2020-07-26,2.006,0.00000,1.02690,-0.01940,7,0,0,-0.0595
San Bernardino,2020-08-02,2.006,0.00000,0.99540,-0.03150,7,0,0,-0.0768
San Bernardino,2020-08-09,2.006,0.00000,0.97480,-0.02060,7,0,0,-0.0500
San Bernardino,2020-08-16,2.006,0.00000,0.95370,-0.02110,7,0,0,-0.0003
San Bernardino,2020-08-23,2.006,0.00000,0.91480,-0.03890,7,0,0,0.0509
San Bernardino,2020-08-30,2.006,0.00000,0.87320,-0.04160,7,0,0,0.0768
San Bernardino,2020-09-06,2.006,0.00000,0.86680,-0.00640,5,-2,0,0.0655
San Bernardino,2020-09-13,2.006,0.00000,0.88010,0.01330,5,0,0,0.0531
San Bernardino,2020-09-20,2.006,0.00000,0.92060,0.04050,5,0,0,0.0507
San Bernardino,2020-09-27,2.006,0.00000,0.95650,0.03590,4,-1,0,0.0542
San Bernardino,2020-10-04,2.006,0.00000,0.98690,0.03040,4,0,0,0.0643
San Bernardino,2020-10-11,2.006,0.00000,1.00830,0.02140,4,0,0,0.0622
San Bernardino,2020-10-18,2.006,0.00000,1.03610,0.02780,4,0,0,0.0427
San Bernardino,2020-10-25,2.006,0.00000,1.06200,0.02590,4,0,0,0.0328
San Bernardino,2020-11-01,2.006,0.00000,1.09760,0.03560,4,0,0,0.0230
San Bernardino,2020-11-08,2.006,0.00000,1.12270,0.02510,4,0,0,0.0051
San Bernardino,2020-11-15,2.006,0.00000,1.14120,0.01850,4,0,0,-0.0110
San Bernardino,2020-11-22,2.006,0.00000,1.15460,0.01340,4,0,0,-0.0553
San Bernardino,2020-11-29,2.006,0.00000,1.16070,0.00610,4,0,0,-0.1418
San Bernardino,2020-12-06,2.006,0.00000,1.15890,-0.00180,6,2,0,-0.0973
San Bernardino,2020-12-13,2.006,0.00000,1.15000,-0.00890,6,0,0,-0.0049
San Bernardino,2020-12-20,2.006,0.00000,1.10680,-0.04320,6,0,0,-0.0062
San Bernardino,2020-12-27,2.006,0.00000,1.01180,-0.09500,6,0,0,-0.0242
Santa Barbara,2020-05-03,2.190,0.00000,1.03330,-0.00740,6,0,0,-0.0152
Santa Barbara,2020-05-10,2.190,0.00000,1.04240,0.00910,4,-2,0,0.0839
Santa Barbara,2020-05-17,2.190,0.00000,1.01140,-0.03100,4,0,0,0.1483
Santa Barbara,2020-05-24,2.190,0.00000,0.97640,-0.03500,3,-1,0,0.1231
Santa Barbara,2020-05-31,2.190,0.00000,1.00380,0.02740,1,-2,0,0.0405
Santa Barbara,2020-06-07,2.190,0.00000,1.06870,0.06490,1,0,0,-0.0391
Santa Barbara,2020-06-14,2.190,0.00000,1.15170,0.08300,0,-1,0,-0.0839
Santa Barbara,2020-06-21,2.190,0.00000,1.18680,0.03510,0,0,0,-0.1065
Santa Barbara,2020-06-28,2.190,0.00000,1.18750,0.00070,0,0,0,-0.1351
Santa Barbara,2020-07-05,2.190,0.00000,1.14430,-0.04320,3,3,0,-0.1243
Santa Barbara,2020-07-12,2.190,0.00000,1.09750,-0.04680,3,0,0,-0.0681
Santa Barbara,2020-07-19,2.190,0.00000,1.03740,-0.06010,7,4,0,-0.0138
Santa Barbara,2020-07-26,2.190,0.00000,0.96220,-0.07520,7,0,0,0.0147
Santa Barbara,2020-08-02,2.190,0.00000,0.91370,-0.04850,7,0,0,0.0110
Santa Barbara,2020-08-09,2.190,0.00000,0.89390,-0.01980,7,0,0,-0.0047
Santa Barbara,2020-08-16,2.190,0.00000,0.89920,0.00530,7,0,0,-0.0079
Santa Barbara,2020-08-23,2.190,0.00000,0.91640,0.01720,7,0,0,0.0015
Santa Barbara,2020-08-30,2.190,0.00000,0.91420,-0.00220,7,0,0,0.0153
Santa Barbara,2020-09-06,2.190,0.00000,0.90690,-0.00730,5,-2,0,0.0264
Santa Barbara,2020-09-13,2.190,0.00000,0.90470,-0.00220,5,0,0,0.0487
Santa Barbara,2020-09-20,2.190,0.00000,0.90950,0.00480,5,0,0,0.0709
Santa Barbara,2020-09-27,2.190,0.00000,0.92420,0.01470,4,-1,0,0.0788
Santa Barbara,2020-10-04,2.190,0.00000,0.93820,0.01400,3,-1,0,0.0750
Santa Barbara,2020-10-11,2.190,0.00000,0.97380,0.03560,3,0,0,0.0718
Santa Barbara,2020-10-18,2.190,0.00000,1.01390,0.04010,3,0,0,0.0713
Santa Barbara,2020-10-25,2.190,0.00000,1.05190,0.03800,3,0,0,0.0567
Santa Barbara,2020-11-01,2.190,0.00000,1.08510,0.03320,3,0,0,0.0299
Santa Barbara,2020-11-08,2.190,0.00000,1.12660,0.04150,3,0,0,0.0111
Santa Barbara,2020-11-15,2.190,0.00000,1.15690,0.03030,3,0,0,-0.0201
Santa Barbara,2020-11-22,2.190,0.00000,1.18010,0.02320,4,1,0,-0.0719
Santa Barbara,2020-11-29,2.190,0.00000,1.18580,0.00570,4,0,0,-0.1531
Santa Barbara,2020-12-06,2.190,0.00000,1.19030,0.00450,6,2,0,-0.1064
Santa Barbara,2020-12-13,2.190,0.00000,1.16110,-0.02920,6,0,0,0.0023
Santa Barbara,2020-12-20,2.190,0.00000,1.11770,-0.04340,6,0,0,0.0040
Santa Barbara,2020-12-27,2.190,0.00000,1.01120,-0.10650,6,0,0,-0.0002
Nevada,2020-06-22,2.013,0.00000,1.44280,-0.01190,0,0,0,-0.1574
Nevada,2020-06-29,2.013,0.00000,1.36090,-0.08190,0,0,0,-0.1329
Nevada,2020-07-06,2.013,0.00000,1.22910,-0.13180,0,0,0,-0.1124
Nevada,2020-07-13,2.013,0.00000,1.14900,-0.08010,3,3,0,-0.0819
Nevada,2020-07-20,2.013,0.00000,1.07920,-0.06980,3,0,0,-0.0417
Nevada,2020-07-27,2.013,0.00000,1.01200,-0.06720,3,0,0,-0.0175
Nevada,2020-08-03,2.013,0.00000,0.96680,-0.04520,3,0,0,-0.0171
Nevada,2020-08-10,2.013,0.00000,0.93540,-0.03140,3,0,0,-0.0145
Nevada,2020-08-17,2.013,0.00000,0.92550,-0.00990,3,0,0,-0.0039
Nevada,2020-08-24,2.013,0.00000,0.92120,-0.00430,3,0,0,0.0209
Nevada,2020-08-31,2.013,0.00000,0.90830,-0.01290,3,0,0,0.0337
Nevada,2020-09-07,2.013,0.00000,0.89860,-0.00970,3,0,0,0.0622
Nevada,2020-09-14,2.013,0.00000,0.90730,0.00870,3,0,0,0.0966
Nevada,2020-09-21,2.013,0.00000,0.92710,0.01980,3,0,0,0.1011
Nevada,2020-09-28,2.013,0.00000,0.94300,0.01590,2,-1,0,0.1004
Nevada,2020-10-05,2.013,0.00000,0.99220,0.04920,2,0,0,0.0975
Nevada,2020-10-12,2.013,0.00000,1.04010,0.04790,2,0,0,0.0946
Nevada,2020-10-19,2.013,0.00000,1.09330,0.05320,2,0,0,0.0675
Nevada,2020-10-26,2.013,0.00000,1.14160,0.04830,2,0,0,0.0192
Nevada,2020-11-02,2.013,0.00000,1.18830,0.04670,2,0,0,-0.0162
Nevada,2020-11-09,2.013,0.00000,1.23320,0.04490,2,0,0,-0.0383
Nevada,2020-11-16,2.013,0.00000,1.26100,0.02780,2,0,0,-0.0723
Nevada,2020-11-23,2.013,0.00000,1.25340,-0.00760,4,2,0,-0.1186
Nevada,2020-11-30,2.013,0.00000,1.23040,-0.02300,4,0,0,-0.1744
Nevada,2020-12-07,2.013,0.00000,1.21210,-0.01830,4,0,0,-0.1039
Nevada,2020-12-14,2.013,0.00000,1.16030,-0.05180,6,2,0,0.0085
Nevada,2020-12-21,2.013,0.00000,1.08610,-0.07420,6,0,0,0.0026
Nevada,2020-12-28,2.013,0.00000,0.98920,-0.09690,6,0,0,-0.0180
Kern,2020-05-05,2.014,0.00000,1.01890,0.00960,7,0,0,0.0579
Kern,2020-05-12,2.014,0.00000,1.05850,0.03960,5,-2,0,0.0025
Kern,2020-05-19,2.014,0.00000,1.09880,0.04030,5,0,0,-0.0574
Kern,2020-05-26,2.014,0.00000,1.13710,0.03830,3,-2,0,-0.0486
Kern,2020-06-02,2.014,0.00000,1.15860,0.02150,3,0,0,0.0097
Kern,2020-06-09,2.014,0.00000,1.13300,-0.02560,0,-3,0,0.0660
Kern,2020-06-16,2.014,0.00000,1.09070,-0.04230,0,0,0,0.0550
Kern,2020-06-23,2.014,0.00000,1.08520,-0.00550,0,0,0,-0.0414
Kern,2020-06-30,2.014,0.00000,1.10170,0.01650,0,0,0,-0.1219
Kern,2020-07-07,2.014,0.00000,1.15770,0.05600,3,3,0,-0.1371
Kern,2020-07-14,2.014,0.00000,1.16290,0.00520,3,0,0,-0.0816
Kern,2020-07-21,2.014,0.00000,1.10840,-0.05450,3,0,0,-0.0323
Kern,2020-07-28,2.014,0.00000,1.03130,-0.07710,7,4,0,-0.0497
Kern,2020-08-04,2.014,0.00000,0.97100,-0.06030,7,0,0,-0.0711
Kern,2020-08-11,2.014,0.00000,0.95050,-0.02050,7,0,0,-0.0456
Kern,2020-08-18,2.014,0.00000,0.94080,-0.00970,7,0,0,-0.0030
Kern,2020-08-25,2.014,0.00000,0.90350,-0.03730,7,0,0,0.0366
Kern,2020-09-01,2.014,0.00000,0.86980,-0.03370,5,-2,0,0.0499
Kern,2020-09-08,2.014,0.00000,0.85480,-0.01500,5,0,0,0.0489
Kern,2020-09-15,2.014,0.00000,0.87060,0.01580,5,0,0,0.0664
Kern,2020-09-22,2.014,0.00000,0.89840,0.02780,4,-1,0,0.0855
Kern,2020-09-29,2.014,0.00000,0.91840,0.02000,4,0,0,0.0863
Kern,2020-10-06,2.014,0.00000,0.94800,0.02960,4,0,0,0.0863
Kern,2020-10-13,2.014,0.00000,0.98500,0.03700,3,-1,0,0.1084
Kern,2020-10-20,2.014,0.00000,1.03400,0.04900,3,0,0,0.0822
Kern,2020-10-27,2.014,0.00000,1.07520,0.04120,3,0,0,0.0200
Kern,2020-11-03,2.014,0.00000,1.11970,0.04450,3,0,0,-0.0223
Kern,2020-11-10,2.014,0.00000,1.18120,0.06150,3,0,0,-0.0368
Kern,2020-11-17,2.014,0.00000,1.20650,0.02530,4,1,0,-0.0433
Kern,2020-11-24,2.014,0.00000,1.19950,-0.00700,4,0,0,-0.1233
Kern,2020-12-01,2.014,0.00000,1.17390,-0.02560,4,0,0,-0.1371
Kern,2020-12-08,2.014,0.00000,1.16120,-0.01270,6,2,0,-0.0409
Kern,2020-12-15,2.014,0.00000,1.12700,-0.03420,6,0,0,0.0031
Kern,2020-12-22,2.014,0.00000,0.99670,-0.13030,6,0,0,0.0024
Kern,2020-12-29,2.014,0.00000,0.99720,0.00050,6,0,0,0.0022
Monterey,2020-05-05,2.102,0.00000,1.03510,-0.01510,7,-1,0,0.1217
Monterey,2020-05-12,2.102,0.00000,1.07160,0.03650,6,-1,0,0.0373
Monterey,2020-05-19,2.102,0.00000,1.15180,0.08020,3,-3,0,-0.0585
Monterey,2020-05-26,2.102,0.00000,1.22770,0.07590,2,-1,0,-0.1062
Monterey,2020-06-02,2.102,0.00000,1.27170,0.04400,2,0,0,-0.0824
Monterey,2020-06-09,2.102,0.00000,1.25730,-0.01440,2,0,0,-0.0410
Monterey,2020-06-16,2.102,0.00000,1.20610,-0.05120,0,-2,0,-0.0417
Monterey,2020-06-23,2.102,0.00000,1.14980,-0.05630,0,0,0,-0.0737
Monterey,2020-06-30,2.102,0.00000,1.12220,-0.02760,0,0,0,-0.0909
Monterey,2020-07-07,2.102,0.00000,1.10710,-0.01510,0,0,0,-0.0760
Monterey,2020-07-14,2.102,0.00000,1.07880,-0.02830,3,3,0,-0.0383
Monterey,2020-07-21,2.102,0.00000,1.03650,-0.04230,3,0,0,-0.0088
Monterey,2020-07-28,2.102,0.00000,0.99270,-0.04380,3,0,0,-0.0148
Monterey,2020-08-04,2.102,0.00000,0.96240,-0.03030,3,0,0,-0.0460
Monterey,2020-08-11,2.102,0.00000,0.95700,-0.00540,3,0,0,-0.0603
Monterey,2020-08-18,2.102,0.00000,0.95370,-0.00330,3,0,0,-0.0206
Monterey,2020-08-25,2.102,0.00000,0.93810,-0.01560,3,0,0,0.0358
Monterey,2020-09-01,2.102,0.00000,0.90590,-0.03220,5,2,0,0.0621
Monterey,2020-09-08,2.102,0.00000,0.87720,-0.02870,5,0,0,0.0559
Monterey,2020-09-15,2.102,0.00000,0.88780,0.01060,5,0,0,0.0472
Monterey,2020-09-22,2.102,0.00000,0.91960,0.03180,4,-1,0,0.0531
Monterey,2020-09-29,2.102,0.00000,0.95170,0.03210,4,0,0,0.0692
Monterey,2020-10-06,2.102,0.00000,0.97350,0.02180,4,0,0,0.0702
Monterey,2020-10-13,2.102,0.00000,0.99840,0.02490,4,0,0,0.0575
Monterey,2020-10-20,2.102,0.00000,1.02700,0.02860,4,0,0,0.0424
Monterey,2020-10-27,2.102,0.00000,1.06850,0.04150,4,0,0,0.0145
Monterey,2020-11-03,2.102,0.00000,1.09600,0.02750,4,0,0,-0.0032
Monterey,2020-11-10,2.102,0.00000,1.12770,0.03170,4,0,0,0.0017
Monterey,2020-11-17,2.102,0.00000,1.13730,0.00960,4,0,0,0.0055
Monterey,2020-11-24,2.102,0.00000,1.13760,0.00030,4,0,0,-0.0697
Monterey,2020-12-01,2.102,0.00000,1.13210,-0.00550,4,0,0,-0.1324
Monterey,2020-12-08,2.102,0.00000,1.13730,0.00520,4,0,0,-0.0635
Monterey,2020-12-15,2.102,0.00000,1.13950,0.00220,6,2,0,0.0030
Monterey,2020-12-22,2.102,0.00000,1.02340,-0.11610,6,0,0,0.0101
Monterey,2020-12-29,2.102,0.00000,1.00550,-0.01790,6,0,0,-0.0071
Mendocino,2020-05-06,1.400,0.00000,1.19640,-0.04210,5,0,0,-0.0172
Mendocino,2020-05-27,1.400,0.00000,1.01900,-0.01800,2,-1,0,0.1327
Mendocino,2020-06-17,1.400,0.00000,1.13220,0.07040,0,-1,0,0.0431
Mendocino,2020-06-24,1.400,0.00000,1.19710,0.06490,0,0,0,-0.0396
Mendocino,2020-07-01,1.400,0.00000,1.23730,0.04020,0,0,0,-0.1588
Mendocino,2020-07-08,1.400,0.00000,1.27510,0.03780,0,0,0,-0.2076
